0.971,1.566,1463,1967.796,0.789,0.306,140128.37,102262.26,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140162.255,102185.227,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140203.647,102101.521,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140257.301,102008.466,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140326.955,101903.642,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140415.337,101784.361,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140523.664,101645.618,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140652.622,101483.533,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140800.998,101296.123,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140967.476,101082.855,0.005
0.971,1.566,1463,1967.796,0.789,0.306,141149.079,100844.568,0.005
0.971,1.566,1463,1967.796,0.789,0.306,141343.107,100583.344,0.005
0.971,1.566,1463,1967.796,0.789,0.306,141545.7,100302.329,0.005
0.971,1.566,1463,1967.796,0.789,0.306,141752.448,100005.506,0.005
0.971,1.566,1463,1967.796,0.789,0.306,141959.736,99697.4625,0.005
0.971,1.566,1463,1967.796,0.789,0.306,142164.35,99383.1612,0.005
0.971,1.566,1463,1967.796,0.789,0.306,142364.097,99067.7243,0.005
0.971,1.566,1463,1967.796,0.789,0.306,142556.446,98756.2271,0.005
0.971,1.566,1463,1967.796,0.789,0.306,142740.258,98453.5367,0.005
0.971,1.566,1463,1967.796,0.789,0.306,142913.456,98164.169,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143075.643,97892.2014,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143225.091,97641.193,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143361.951,97414.1565,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143484.877,97213.5151,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143594.5,97041.1012,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143689.972,96898.1342,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143772.39,96785.2482,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143841.4,96702.5058,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143898.227,96649.4833,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143942.5,96625.5074,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143974.732,96629.904,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143994.413,96661.9069,0.005
0.971,1.566,1463,1967.796,0.789,0.306,144002.164,96720.4799,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143998.332,96804.1808,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143984.145,96911.1133,0.005
0.971,1.566,1463,1967.796,0.789,0.306,143960.673,97038.9594,0.005
