0.971,1.566,1463,1967.796,0.789,0.306,137206.932,105986.268,0.005
0.971,1.566,1463,1967.796,0.789,0.306,137345.578,105983.065,0.005
0.971,1.566,1463,1967.796,0.789,0.306,137531.692,105960.996,0.005
0.971,1.566,1463,1967.796,0.789,0.306,137676.159,105909.01,0.005
0.971,1.566,1463,1967.796,0.789,0.306,137695.777,105818.273,0.005
0.971,1.566,1463,1967.796,0.789,0.306,137679.75,105683.028,0.005
0.971,1.566,1463,1967.796,0.789,0.306,137677.253,105501.185,0.005
0.971,1.566,1463,1967.796,0.789,0.306,137716.342,105274.382,0.005
0.971,1.566,1463,1967.796,0.789,0.306,137807.081,105007.003,0.005
0.971,1.566,1463,1967.796,0.789,0.306,137948.147,104704.998,0.005
0.971,1.566,1463,1967.796,0.789,0.306,138131.776,104375.095,0.005
0.971,1.566,1463,1967.796,0.789,0.306,138345.515,104024.312,0.005
0.971,1.566,1463,1967.796,0.789,0.306,138577.758,103659.635,0.005
0.971,1.566,1463,1967.796,0.789,0.306,138816.97,103287.846,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139055.429,102915.381,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139286.334,102548.251,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139506.714,102191.974,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139713.527,101851.525,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139906.686,101531.297,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140084.837,101228.222,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140249.334,100948.808,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140397.989,100703.672,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140530.374,100506.549,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140641.566,100355.908,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140732.959,100249.643,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140802.2,100186.593,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140851.305,100165.194,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140881.592,100182.844,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140895.736,100236.271,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140896.419,100321.463,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140885.904,100434.191,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140866.833,100569.971,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140840.701,100724.52,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140809.338,100893.634,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140773.542,101073.527,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140734.456,101260.634,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140692.461,101451.864,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140648.398,101644.378,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140602.466,101835.793,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140555.466,102023.958,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140507.521,102207.135,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140459.47,102383.783,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140411.365,102552.721,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140364.04,102712.922,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140317.446,102863.679,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140272.319,103004.415,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140228.511,103134.411,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140186.621,103248.515,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140146.32,103345.046,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140108.019,103425.566,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140071.34,103492.909,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140036.626,103550.071,0.005
0.971,1.566,1463,1967.796,0.789,0.306,140003.521,103599.744,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139972.31,103643.911,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139942.675,103683.931,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139914.53,103720.505,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139887.136,103753.956,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139860.731,103784.282,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139835.343,103811.391,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139811.422,103835.096,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139789.04,103855.288,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139768.518,103871.883,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139749.793,103884.921,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139733.032,103894.462,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139718.072,103900.659,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139704.992,103903.65,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139693.593,103903.626,0.005
0.971,1.566,1463,1967.796,0.789,0.306,139683.918,103900.741,0.005
